NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,latitude,longitude,UK_REPD_ID
ILG-COMM1,I_ILG-COMM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-CONS1,I_ILG-CONS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-COPN1,I_ILG-COPN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-DARE1,I_ILG-DARE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-DMCC1,I_ILG-DMCC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-DUEN1,I_ILG-DUEN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-DUFE1,I_ILG-DUFE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-DVAL1,I_ILG-DVAL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-EDFT1,I_ILG-EDFT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-EDMK1,I_ILG-EDMK1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-ELTR1,I_ILG-ELTR1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-ENBW1,I_ILG-ENBW1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-ENGM1,I_ILG-ENGM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-ENSC1,I_ILG-ENSC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-ENTC1,I_ILG-ENTC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-EPCO1,I_ILG-EPCO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-EWII1,I_ILG-EWII1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-EZPD1,I_ILG-EZPD1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-FLEX1,I_ILG-FLEX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-GLEN1,I_ILG-GLEN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-GNER1,I_ILG-GNER1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-GRMC1,I_ILG-GRMC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-HART1,I_ILG-HART1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-HELI1,I_ILG-HELI1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-INCM1,I_ILG-INCM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-MCRA1,I_ILG-MCRA1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-MFTE1,I_ILG-MFTE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-NDPL1,,Primary BMU,,OTHER,BMU,Generation,,,,
ILG-NEAS1,I_ILG-NEAS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-NEHO1,I_ILG-NEHO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-NITR1,I_ILG-NITR1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-NORL1,I_ILG-NORL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-NTPL1,I_ILG-NTPL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-OPMX1,I_ILG-OPMX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-OUTL1,I_ILG-OUTL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-PEAK1,I_ILG-PEAK1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-PETC1,I_ILG-PETC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-PREP1,I_ILG-PREP1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-PWMR1,I_ILG-PWMR1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-QUAR1,I_ILG-QUAR1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-RESP1,I_ILG-RESP1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-RISQ1,I_ILG-RISQ1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-RWES1,I_ILG-RWES1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-SEFE1,I_ILG-SEFE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-SETL1,I_ILG-SETL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-STGS1,I_ILG-STGS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-TGPL1,I_ILG-TGPL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-TRFD1,I_ILG-TRFD1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-TRFG1,I_ILG-TRFG1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-VOLT1,I_ILG-VOLT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-VSAL1,I_ILG-VSAL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG-XNON1,I_ILG-XNON1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILG_EZCO1,,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ILMEB-1,E_ILMEB-1,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,,,,
IMD-AXPO1,I_IMD-AXPO1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-BGSE1,I_IMD-BGSE1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-BRKF1,I_IMD-BRKF1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-DSKC1,I_IMD-DSKC1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-EGEN1,,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-ELTR1,I_IMD-ELTR1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-ENGI1,I_IMD-ENGI1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-ERVA1,I_IMD-ERVA1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-ESBE1,I_IMD-ESBE1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-ESBI1,I_IMD-ESBI1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-GAZP1,,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-INCM1,I_IMD-INCM1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-LTFD1,I_IMD-LTFD1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-NSEN1,I_IMD-NSEN1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-RWES1,I_IMD-RWES1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-SEEL1,I_IMD-SEEL1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-SPEM1,,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-STAT1,I_IMD-STAT1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMD-VESL1,I_IMD-VESL1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IMG-AXPO1,I_IMG-AXPO1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-BGSE1,I_IMG-BGSE1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-BRKF1,I_IMG-BRKF1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-DSKC1,I_IMG-DSKC1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-EGEN1,,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-ELTR1,I_IMG-ELTR1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-ENGI1,I_IMG-ENGI1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-ERVA1,I_IMG-ERVA1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-ESBE1,I_IMG-ESBE1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-ESBI1,I_IMG-ESBI1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-GAZP1,,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-INCM1,I_IMG-INCM1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-LTFD1,I_IMG-LTFD1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-NSEN1,I_IMG-NSEN1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-RWES1,I_IMG-RWES1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-SEEL1,I_IMG-SEEL1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-SPEM1,,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-STAT1,I_IMG-STAT1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IMG-VESL1,I_IMG-VESL1,Primary BMU,INTIRL,OTHER,BMU,Generation,,,,
IND-ALIP1,I_IND-ALIP1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-ALPE1,I_IND-ALPE1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-ARON1,I_IND-ARON1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-AROS1,I_IND-AROS1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-ATLS1,I_IND-ATLS1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-AXPO1,I_IND-AXPO1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-BDEN1,I_IND-BDEN1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-BKWE1,I_IND-BKWE1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-BPGM1,I_IND-BPGM1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-CACM1,I_IND-CACM1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-CBST1,I_IND-CBST1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-CENT1,I_IND-CENT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-CEZC1,I_IND-CEZC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-CFPE1,I_IND-CFPE1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-CNGS1,I_IND-CNGS1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-COMM1,I_IND-COMM1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-CONS1,I_IND-CONS1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-CONV1,I_IND-CONV1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-COPN1,I_IND-COPN1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-DARE1,I_IND-DARE1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-DMCC1,I_IND-DMCC1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-DSKC1,I_IND-DSKC1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-DUFE1,I_IND-DUFE1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-DVAL1,I_IND-DVAL1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-EDFT1,I_IND-EDFT1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-EDMK1,I_IND-EDMK1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-ELEE1,I_IND-ELEE1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-ELTR1,I_IND-ELTR1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-ENET1,I_IND-ENET1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-ENTC1,I_IND-ENTC1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-EPCO1,I_IND-EPCO1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-EWII1,I_IND-EWII1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-EZCO1,I_IND-EZCO1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-FLEX1,I_IND-FLEX1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-GASE1,I_IND-GASE1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-GAZP1,I_IND-GAZP1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-GLEN1,I_IND-GLEN1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-GRMC1,I_IND-GRMC1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-HART1,I_IND-HART1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-HELI1,I_IND-HELI1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-IDCE1,I_IND-IDCE1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-INCM1,I_IND-INCM1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-KCST1,I_IND-KCST1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-LMUS1,I_IND-LMUS1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-MCRA1,I_IND-MCRA1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-MFTE1,I_IND-MFTE1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-NDPL1,,Primary BMU,,OTHER,BMU,Demand,,,,
IND-NEAS1,I_IND-NEAS1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-NEHO1,I_IND-NEHO1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-NEMO1,I_IND-NEMO1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-NITR1,I_IND-NITR1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-NORL1,I_IND-NORL1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-NTPL1,I_IND-NTPL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-OMPX1,I_IND-OMPX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-OPMX1,I_IND-OPMX1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-OUTL1,I_IND-OUTL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-PWMR1,I_IND-PWMR1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-QUEN1,I_IND-QUEN1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-RESP1,I_IND-RESP1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-RISQ1,I_IND-RISQ1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-RWES1,I_IND-RWES1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-SETL1,I_IND-SETL1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-SSEG1,I_IND-SSEG1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-STAT1,I_IND-STAT1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-STGS1,I_IND-STGS1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-TGPL1,I_IND-TGPL1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-TRFD1,I_IND-TRFD1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-TRFG1,I_IND-TRFG1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IND-TRLS1,I_IND-TRLS1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-VOLT1,I_IND-VOLT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IND-VSAL1,I_IND-VSAL1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-VTET1,I_IND-VTET1,Primary BMU,,OTHER,BMU,Demand,,,,
IND-XNON1,I_IND-XNON1,Primary BMU,,OTHER,BMU,Demand,,,,
INDQ-1,T_INDQ-1,Primary BMU,OCGT,OCGT,BMU,Generation,,50.396,-4.8997,
INDQB-1,,Primary BMU,OTHER,BATTERY,BMU,Bi-Directional,YES,,,
ING-ALIP1,I_ING-ALIP1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-ALPE1,I_ING-ALPE1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-ARON1,I_ING-ARON1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-AROS1,I_ING-AROS1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-ATLS1,I_ING-ATLS1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-AXPO1,I_ING-AXPO1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-BDEN1,I_ING-BDEN1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-BKWE1,I_ING-BKWE1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-BPGM1,I_ING-BPGM1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-CACM1,I_ING-CACM1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-CBST1,I_ING-CBST1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-CENT1,I_ING-CENT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-CEZC1,I_ING-CEZC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-CFPE1,I_ING-CFPE1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-CNGS1,I_ING-CNGS1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-COMM1,I_ING-COMM1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-CONS1,I_ING-CONS1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-CONV1,I_ING-CONV1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-COPN1,I_ING-COPN1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-DARE1,I_ING-DARE1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-DMCC1,I_ING-DMCC1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-DSKC1,I_ING-DSKC1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-DUFE1,I_ING-DUFE1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-DVAL1,I_ING-DVAL1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-EDFT1,I_ING-EDFT1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-EDMK1,I_ING-EDMK1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-ELEE1,I_ING-ELEE1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-ELTR1,I_ING-ELTR1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-ENET1,I_ING-ENET1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-ENTC1,I_ING-ENTC1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-EPCO1,I_ING-EPCO1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-EWII1,I_ING-EWII1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-EZCO1,I_ING-EZCO1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-FLEX1,I_ING-FLEX1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-GASE1,I_ING-GASE1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-GAZP1,I_ING-GAZP1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
ING-GLEN1,I_ING-GLEN1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-GRMC1,I_ING-GRMC1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-HART1,I_ING-HART1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-HELI1,I_ING-HELI1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-IDCE1,I_ING-IDCE1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-INCM1,I_ING-INCM1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
ING-KCST1,I_ING-KCST1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-LMUS1,I_ING-LMUS1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-MCRA1,I_ING-MCRA1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-MFTE1,I_ING-MFTE1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-NEAS1,I_ING-NEAS1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-NEHO1,I_ING-NEHO1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-NEMO1,I_ING-NEMO1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
ING-NITR1,I_ING-NITR1,Primary BMU,INTNEM,OTHER,BMU,Generation,YES,,,
ING-NORL1,I_ING-NORL1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-NTPL1,I_ING-NTPL1,Primary BMU,CCGT,OTHER,BMU,Generation,,,,
ING-OMPX1,I_ING-OMPX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-OPMX1,I_ING-OPMX1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-OUTL1,I_ING-OUTL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-PWMR1,I_ING-PWMR1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-QUEN1,I_ING-QUEN1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-RESP1,I_ING-RESP1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-RISQ1,I_ING-RISQ1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-RWES1,I_ING-RWES1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-SETL1,I_ING-SETL1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-SSEG1,I_ING-SSEG1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-STAT1,I_ING-STAT1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-STGS1,I_ING-STGS1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-TGPL1,I_ING-TGPL1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-TRFD1,I_ING-TRFD1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-TRFG1,I_ING-TRFG1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
ING-TRLS1,I_ING-TRLS1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-VOLT1,I_ING-VOLT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ING-VSAL1,I_ING-VSAL1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-VTET1,I_ING-VTET1,Primary BMU,,OTHER,BMU,Generation,,,,
ING-XNON1,I_ING-XNON1,Primary BMU,,OTHER,BMU,Generation,,,,
INGA-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation,,,,
INGAD-1,T_INGAD-1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
INNDW-1,,Primary BMU,WIND,WIND,BMU,Generation,,,,
INWID-1,T_INWID-1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ISD-DMCC1,I_ISD-DMCC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
ISD-NDPL1,I_ISD-NDPL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
ISG-DMCC1,I_ISG-DMCC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
ISG-NDPL1,I_ISG-NDPL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
IVD-AARH1,I_IVD-AARH1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-ALIP1,I_IVD-ALIP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-AROS1,I_IVD-AROS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-ATLS1,I_IVD-ATLS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-BDEN1,I_IVD-BDEN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-CACM1,I_IVD-CACM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-CONV1,I_IVD-CONV1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-COPN1,I_IVD-COPN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-CURR1,I_IVD-CURR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-DARE1,I_IVD-DARE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-DSKC1,I_IVD-DSKC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-DVAL1,I_IVD-DVAL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-EDFT1,I_IVD-EDFT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-EDMK1,I_IVD-EDMK1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-EENG1,I_IVD-EENG1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-ELTR1,I_IVD-ELTR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-ENSC1,I_IVD-ENSC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-EWII1,I_IVD-EWII1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-EZCO1,I_IVD-EZCO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-GRMC1,I_IVD-GRMC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-GRMT1,I_IVD-GRMT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-HART1,I_IVD-HART1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-HELI1,I_IVD-HELI1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-HELI2,,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-IDCT1,I_IVD-IDCT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-INCM1,I_IVD-INCM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-LYSE1,I_IVD-LYSE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-MFTE1,I_IVD-MFTE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-NEAS1,I_IVD-NEAS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-NEHO1,I_IVD-NEHO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-NITR1,I_IVD-NITR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-NORL1,I_IVD-NORL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-NTPL1,I_IVD-NTPL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-OPMX1,I_IVD-OPMX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-OUTL1,I_IVD-OUTL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-PWMR1,I_IVD-PWMR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-QTPT1,I_IVD-QTPT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-QUEN1,I_IVD-QUEN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IVD-RESP1,I_IVD-RESP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
