NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,latitude,longitude,UK_REPD_ID
I2G-INCM1,I_I2G-INCM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-MCRA1,I_I2G-MCRA1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-MFTE1,I_I2G-MFTE1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-MQBN1,I_I2G-MQBN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-NDPL1,,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-NEAS1,I_I2G-NEAS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-NEHO1,I_I2G-NEHO1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-NITR1,I_I2G-NITR1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-NORL1,I_I2G-NORL1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-NTPL1,I_I2G-NTPL1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
I2G-NVAL1,I_I2G-NVAL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-OMPX1,I_I2G-OMPX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-OPMX1,I_I2G-OPMX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-OUTL1,I_I2G-OUTL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-PEAK1,I_I2G-PEAK1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-PETC1,I_I2G-PETC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-PLAN1,I_I2G-PLAN1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-PREP1,I_I2G-PREP1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-PWMR1,I_I2G-PWMR1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-QTPT1,I_I2G-QTPT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-QUAR1,I_I2G-QUAR1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-QUEN1,I_I2G-QUEN1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
I2G-RESP1,I_I2G-RESP1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-RISQ1,I_I2G-RISQ1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-RWES1,I_I2G-RWES1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-SETL1,I_I2G-SETL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-STAT1,I_I2G-STAT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-STGS1,I_I2G-STGS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-TGPL1,I_I2G-TGPL1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-TRFD1,I_I2G-TRFD1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-TRFG1,I_I2G-TRFG1,Primary BMU,INTFR,OTHER,BMU,Generation,,,,
I2G-TRGY1,,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-TRLS1,I_I2G-TRLS1,Primary BMU,,OTHER,BMU,Generation,,,,
I2G-VOLT1,I_I2G-VOLT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-VSAL1,I_I2G-VSAL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
I2G-XNON1,I_I2G-XNON1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBD-AARH1,I_IBD-AARH1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-ALIP1,I_IBD-ALIP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-ALPE1,I_IBD-ALPE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-AROS1,I_IBD-AROS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IBD-ATLS1,I_IBD-ATLS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-BDEN1,I_IBD-BDEN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-BKWE1,I_IBD-BKWE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-BPGE1,I_IBD-BPGE1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-BRTN1,I_IBD-BRTN1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-CACM1,I_IBD-CACM1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-CBST1,I_IBD-CBST1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-CENT1,I_IBD-CENT1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-CETA1,I_IBD-CETA1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-CEZC1,I_IBD-CEZC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-CFPE1,I_IBD-CFPE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-CGML1,I_IBD-CGML1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-CNGS1,I_IBD-CNGS1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-COMM1,I_IBD-COMM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-CONS1,I_IBD-CONS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-CONV1,I_IBD-CONV1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-COPN1,I_IBD-COPN1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-DARE1,I_IBD-DARE1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-DMCC1,I_IBD-DMCC1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-DNGN1,I_IBD-DNGN1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-DSKC1,I_IBD-DSKC1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-DUFE1,I_IBD-DUFE1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-DVAL1,I_IBD-DVAL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-EDFT1,I_IBD-EDFT1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-EDMK1,I_IBD-EDMK1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-EGEN1,,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-EGLE1,I_IBD-EGLE1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-ELEE1,I_IBD-ELEE1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-ELTR1,I_IBD-ELTR1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-ENEL1,I_IBD-ENEL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-ENET1,I_IBD-ENET1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-ENGI1,,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-ENGM1,I_IBD-ENGM1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-ENSP1,I_IBD-ENSP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-ENTC1,I_IBD-ENTC1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-EOET1,I_IBD-EOET1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-ERVA1,I_IBD-ERVA1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-EWII1,I_IBD-EWII1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-EZCO1,I_IBD-EZCO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-EZPD1,I_IBD-EZPD1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-FLEX1,I_IBD-FLEX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-FPCD1,I_IBD-FPCD1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-GAZP1,I_IBD-GAZP1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-GLEN1,I_IBD-GLEN1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-GRMC1,I_IBD-GRMC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-GRMT1,I_IBD-GRMT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-HART1,I_IBD-HART1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-HELI1,I_IBD-HELI1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-IBES1,I_IBD-IBES1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-IDCE1,I_IBD-IDCE1,Primary BMU,,OTHER,BMU,Demand,,,,
IBD-IDCT1,I_IBD-IDCT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-IMCE1,,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-INCM1,I_IBD-INCM1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-KCST1,I_IBD-KCST1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-LTFD1,I_IBD-LTFD1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-MCRA1,I_IBD-MCRA1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-MFTE1,I_IBD-MFTE1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-MONL1,I_IBD-MONL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-NEAS1,I_IBD-NEAS1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-NEHO1,I_IBD-NEHO1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-NITR1,I_IBD-NITR1,Primary BMU,INTNEM,OTHER,BMU,Demand,,,,
IBD-NORL1,I_IBD-NORL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-NTPL1,I_IBD-NTPL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-OMPX1,I_IBD-OMPX1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-OPMX1,I_IBD-OPMX1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-OUTL1,I_IBD-OUTL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-PETC1,I_IBD-PETC1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-PWMR1,I_IBD-PWMR1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-PZEM1,I_IBD-PZEM1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-QTPT1,I_IBD-QTPT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-QUAR1,I_IBD-QUAR1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-QUEN1,I_IBD-QUEN1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-RESP1,I_IBD-RESP1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-RISQ1,I_IBD-RISQ1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-RWES1,I_IBD-RWES1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-SEAG1,I_IBD-SEAG1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-SETL1,I_IBD-SETL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-STAT1,I_IBD-STAT1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-STGS1,I_IBD-STGS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-TGPL1,I_IBD-TGPL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-TRFD1,I_IBD-TRFD1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-TRFG1,I_IBD-TRFG1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-TRLS1,I_IBD-TRLS1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-VETR1,I_IBD-VETR1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-VOLT1,I_IBD-VOLT1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-VSAL1,I_IBD-VSAL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBD-VTUS1,I_IBD-VTUS1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IBD-XNON1,I_IBD-XNON1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBG-AARH1,I_IBG-AARH1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-ALIP1,I_IBG-ALIP1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-ALPE1,I_IBG-ALPE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-AROS1,I_IBG-AROS1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
IBG-ATLS1,I_IBG-ATLS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-BDEN1,I_IBG-BDEN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-BKWE1,I_IBG-BKWE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-BPGE1,I_IBG-BPGE1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-BRTN1,I_IBG-BRTN1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-CACM1,I_IBG-CACM1,Primary BMU,INTBN,OTHER,BMU,Generation,YES,,,
IBG-CBST1,I_IBG-CBST1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-CENT1,I_IBG-CENT1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-CETA1,I_IBG-CETA1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-CEZC1,I_IBG-CEZC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-CFPE1,I_IBG-CFPE1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-CGML1,I_IBG-CGML1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-CNGS1,I_IBG-CNGS1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-COMM1,I_IBG-COMM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-CONS1,I_IBG-CONS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-CONV1,I_IBG-CONV1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-COPN1,I_IBG-COPN1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-DARE1,I_IBG-DARE1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-DMCC1,I_IBG-DMCC1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-DNGN1,I_IBG-DNGN1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-DSKC1,I_IBG-DSKC1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-DUFE1,I_IBG-DUFE1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-DVAL1,I_IBG-DVAL1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-EDFT1,I_IBG-EDFT1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-EDMK1,I_IBG-EDMK1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-EGEN1,,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-EGLE1,I_IBG-EGLE1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ELEE1,I_IBG-ELEE1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ELTR1,I_IBG-ELTR1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ENEL1,I_IBG-ENEL1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ENET1,I_IBG-ENET1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ENGI1,,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ENGM1,I_IBG-ENGM1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-ENSP1,I_IBG-ENSP1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ENTC1,I_IBG-ENTC1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-EOET1,I_IBG-EOET1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-EPCO1,I_IBG-EPCO1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-ERVA1,I_IBG-ERVA1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-EWII1,I_IBG-EWII1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-EZCO1,I_IBG-EZCO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-EZPD1,I_IBG-EZPD1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-FLEX1,I_IBG-FLEX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-FPCD1,I_IBG-FPCD1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-GAZP1,I_IBG-GAZP1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-GLEN1,I_IBG-GLEN1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-GRMC1,I_IBG-GRMC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-GRMT1,I_IBG-GRMT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-HART1,I_IBG-HART1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-HELI1,I_IBG-HELI1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-IBES1,I_IBG-IBES1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-IDCE1,I_IBG-IDCE1,Primary BMU,,OTHER,BMU,Generation,,,,
IBG-IDCT1,I_IBG-IDCT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-IMCE1,,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-INCM1,I_IBG-INCM1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-KCST1,I_IBG-KCST1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-LTFD1,I_IBG-LTFD1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-MCRA1,I_IBG-MCRA1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-MFTE1,I_IBG-MFTE1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-MONL1,I_IBG-MONL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-NEAS1,I_IBG-NEAS1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-NEHO1,I_IBG-NEHO1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-NITR1,I_IBG-NITR1,Primary BMU,INTNEM,OTHER,BMU,Generation,,,,
IBG-NORL1,I_IBG-NORL1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-NTPL1,I_IBG-NTPL1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-OMPX1,I_IBG-OMPX1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-OPMX1,I_IBG-OPMX1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-OUTL1,I_IBG-OUTL1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-PETC1,I_IBG-PETC1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-PWMR1,I_IBG-PWMR1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-PZEM1,I_IBG-PZEM1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-QTPT1,I_IBG-QTPT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-QUAR1,I_IBG-QUAR1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-QUEN1,I_IBG-QUEN1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-RESP1,I_IBG-RESP1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-RSQ1,,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-RWES1,I_IBG-RWES1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-SEAG1,I_IBG-SEAG1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-SETL1,I_IBG-SETL1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-STAT1,I_IBG-STAT1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-STGS1,I_IBG-STGS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-TGPL1,I_IBG-TGPL1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-TRFD1,I_IBG-TRFD1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-TRFG1,I_IBG-TRFG1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-TRLS1,I_IBG-TRLS1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-VETR1,I_IBG-VETR1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IBG-VOLT1,I_IBG-VOLT1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-VSAL1,I_IBG-VSAL1,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IBG-VTUS1,I_IBG-VTUS1,Primary BMU,OTHER,OTHER,BMU,Generation,,,,
IBG-XNON1,I_IBG-XNON1,Primary BMU,INTBN,OTHER,BMU,Generation,,,,
IED-ELEC1,I_IED-ELEC1,Primary BMU,INTEW,OTHER,BMU,Demand,,,,
IED-EWIC1,I_IED-EWIC1,Primary BMU,INTEW,OTHER,BMU,Demand,,53.5305,-4.8257,
IED-FRAN1,I_IED-FRAN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IED-GRNL1,,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IED-IFA2,I_IED-IFA2,Primary BMU,INTBN,OTHER,BMU,Demand,,,,
IED-MOYL1,I_IED-MOYL1,Primary BMU,INTIRL,OTHER,BMU,Demand,,,,
IED-NSL1,I_IED-NSL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IED-VKL1,I_IED-VKL1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IEG-ELEC1,I_IEG-ELEC1,Primary BMU,INTEW,OTHER,BMU,Generation,,,,
IEG-EWIC1,I_IEG-EWIC1,Primary BMU,INTEW,OTHER,BMU,Generation,YES,53.5305,-4.8257,
IEG-FRAN1,I_IEG-FRAN1,Primary BMU,INTFR,OTHER,BMU,Generation,YES,,,
IEG-GRNL1,,Primary BMU,OTHER,OTHER,BMU,Generation,YES,,,
IEG-IFA2,I_IEG-IFA2,Primary BMU,CCGT,OTHER,BMU,Generation,YES,,,
IEG-MOYL1,I_IEG-MOYL1,Primary BMU,INTIRL,OTHER,BMU,Generation,YES,,,
IEG-NSL1,I_IEG-NSL1,Primary BMU,OTHER,OTHER,BMU,Generation,YES,,,
IEG-VKL1,I_IEG-VKL1,Primary BMU,OTHER,OTHER,BMU,Generation,YES,,,
IFD-ACCE1,I_IFD-ACCE1,Primary BMU,INTFR,OTHER,BMU,Demand,YES,,,
IFD-ALEU1,I_IFD-ALEU1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-ALIP1,I_IFD-ALIP1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ARON1,I_IFD-ARON1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-AROS1,I_IFD-AROS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ATLS1,I_IFD-ATLS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-BAYW1,I_IFD-BAYW1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-BDEN1,I_IFD-BDEN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-BKWE1,I_IFD-BKWE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-BNPS1,I_IFD-BNPS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-BPGE1,I_IFD-BPGE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CACM1,I_IFD-CACM1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CBST1,I_IFD-CBST1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CETL1,I_IFD-CETL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CFPE1,I_IFD-CFPE1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-CGML1,I_IFD-CGML1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CNGS1,I_IFD-CNGS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CNRE1,I_IFD-CNRE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-COMM1,I_IFD-COMM1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CONS1,I_IFD-CONS1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CONV1,I_IFD-CONV1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-COPN1,I_IFD-COPN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-CPUK1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DARE1,I_IFD-DARE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DMCC1,I_IFD-DMCC1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DNGN1,I_IFD-DNGN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DRIV1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DSKC1,I_IFD-DSKC1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DUEN1,I_IFD-DUEN1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DUFE1,I_IFD-DUFE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-DVAL1,I_IFD-DVAL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ECCA1,I_IFD-ECCA1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-EDFT1,I_IFD-EDFT1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-EDMK1,I_IFD-EDMK1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-EGLE1,I_IFD-EGLE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ELEE1,I_IFD-ELEE1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ELTR1,I_IFD-ELTR1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ENBW1,I_IFD-ENBW1,Primary BMU,OTHER,OTHER,BMU,Demand,,,,
IFD-ENEL1,I_IFD-ENEL1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ENET1,I_IFD-ENET1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ENKI1,,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
IFD-ENSC1,I_IFD-ENSC1,Primary BMU,INTFR,OTHER,BMU,Demand,,,,
